id,surface,file,line,component,element,label,disabled,handler,coverage
"UI131","desktop","src/renderer/src/App.tsx","2527","AgentWatchDrawer","div","""Resize live desktop sidebar""","","onPointerDown: {onResizeStart}; onKeyDown: {onResizeKeyDown}","Source control site; consult the journey register and release verification scope"
"UI132","desktop","src/renderer/src/App.tsx","2549","AgentWatchDrawer","button","""Close Watch""","","onClick: {onClose}","Source control site; consult the journey register and release verification scope"
"UI133","desktop","src/renderer/src/App.tsx","2557","AgentWatchDrawer","button","Live","{!liveViewUrl}","onClick: {() => setDesktopMode(""live"")}","Source control site; consult the journey register and release verification scope"
"UI134","desktop","src/renderer/src/App.tsx","2558","AgentWatchDrawer","button","History","","onClick: {() => setDesktopMode(""history"")}","Source control site; consult the journey register and release verification scope"
"UI135","desktop","src/renderer/src/App.tsx","2566","AgentWatchDrawer","button","""Previous captured frame""","{selectedEvidenceIndex <= 0}","onClick: {() => moveEvidence(-1)}","Source control site; consult the journey register and release verification scope"
"UI136","desktop","src/renderer/src/App.tsx","2568","AgentWatchDrawer","button","""Next captured frame""","{selectedEvidenceIndex >= computer.evidence.length - 1}","onClick: {() => moveEvidence(1)}","Source control site; consult the journey register and release verification scope"
"UI137","desktop","src/renderer/src/App.tsx","2575","AgentWatchDrawer","button","","","onClick: {() => void openCurrentUrl()}","Source control site; consult the journey register and release verification scope"
"UI138","desktop","src/renderer/src/App.tsx","2804","App","button","Retry","","onClick: {() => { setUiError(""""); void window.grokky.getSnapshot().then(setSnapshot).catch((error) => setUiError(error.message)); }}","Source control site; consult the journey register and release verification scope"
"UI139","desktop","src/renderer/src/App.tsx","2872","App","a","Skip to message","","","Source control site; consult the journey register and release verification scope"
"UI140","desktop","src/renderer/src/App.tsx","2878","App","button","{sessionBusy ? ""Creating session"" : ""New session""}","{sessionBusy}","onClick: {() => void createSession()}","Source control site; consult the journey register and release verification scope"
"UI141","desktop","src/renderer/src/App.tsx","2882","App","input","""Search sessions""","","onChange: {(event) => setSearch(event.target.value)}","Source control site; consult the journey register and release verification scope"
"UI142","desktop","src/renderer/src/App.tsx","2883","App","button","""Clear session search""","","onClick: {() => setSearch("""")}","Source control site; consult the journey register and release verification scope"
"UI143","desktop","src/renderer/src/App.tsx","2886","App","button","Clear search","","onClick: {() => setSearch("""")}","Source control site; consult the journey register and release verification scope"
"UI144","desktop","src/renderer/src/App.tsx","2892","App","button","{conversation.status === ""running"" ? <InlineLoader label={`${conversation.title} is running`} quiet /> : conversation.unreadCount > 0 ? <em className=""session-unread"" aria-label={`${conversation.unreadCount} unread ${conversation.unreadCoun","","onClick: {() => void window.grokky.setActiveConversation(conversation.id).catch((error) => setUiError(error instanceof Error ? error.message : ""The session could not be opened""))}","Source control site; consult the journey register and release verification scope"
"UI145","desktop","src/renderer/src/App.tsx","2898","App","button","{`Delete ${conversation.title}`}","","onPointerDown: {(event) => event.stopPropagation()}; onClick: {(event) => { event.stopPropagation(); requestDelete(conversation); }}","Source control site; consult the journey register and release verification scope"
"UI146","desktop","src/renderer/src/App.tsx","2920","App","button","{computer ? <Eye className=""sidebar-watch-icon"" size={12} /> : <i className={state.active ? ""active"" : state.complete ? ""complete"" : """"} />}","","onClick: {() => { void window.grokky.setActiveConversation(conversation.id) .then(() => { if (computer) openWatch(computer.id); }) .catch((error) => setUiError(error instanceof Error ? error.message : ""The conversation could not be opened"")","Source control site; consult the journey register and release verification scope"
"UI147","desktop","src/renderer/src/App.tsx","2938","App","button","Routines {snapshot.routines.length > 0 && <em className=""sidebar-feature-count"">{snapshot.routines.length}</em>}","","onClick: {() => setFeatureCenterView(""routines"")}","Source control site; consult the journey register and release verification scope"
"UI148","desktop","src/renderer/src/App.tsx","2939","App","button","Attention {snapshot.attention.some((item) => item.status === ""open"") && <em className=""sidebar-feature-count warning"">{snapshot.attention.filter((item) => item.status === ""open"").length}</em>}","","onClick: {() => setFeatureCenterView(""attention"")}","Source control site; consult the journey register and release verification scope"
"UI149","desktop","src/renderer/src/App.tsx","2940","App","button","Quick setup","","onClick: {() => setFeatureCenterView(""setup"")}","Source control site; consult the journey register and release verification scope"
"UI150","desktop","src/renderer/src/App.tsx","2941","App","button","Agents","","onClick: {() => setSettingsTab(""agents"")}","Source control site; consult the journey register and release verification scope"
"UI151","desktop","src/renderer/src/App.tsx","2942","App","button","Computer","","onClick: {() => setSettingsTab(""computer"")}","Source control site; consult the journey register and release verification scope"
"UI152","desktop","src/renderer/src/App.tsx","2943","App","button","Skills & tools","","onClick: {() => setSettingsTab(""skills"")}","Source control site; consult the journey register and release verification scope"
"UI153","desktop","src/renderer/src/App.tsx","2944","App","button","Settings","","onClick: {() => setSettingsTab(""session"")}","Source control site; consult the journey register and release verification scope"
"UI154","desktop","src/renderer/src/App.tsx","2948","App","div","""Resize session sidebar""","","onPointerDown: {beginSidebarResize}; onKeyDown: {(event) => { if (event.key === ""ArrowLeft"") setSidebarWidth((value) => clampSidebarWidth(value - 16)); else if (event.key === ""ArrowRight"") setSidebarWidth((value) => clampSidebarWidth(value ","Source control site; consult the journey register and release verification scope"
"UI155","desktop","src/renderer/src/App.tsx","2981","App","button","Codex","","onClick: {() => void updateProvider(""codex"")}","Source control site; consult the journey register and release verification scope"
"UI156","desktop","src/renderer/src/App.tsx","2982","App","button","OpenRouter","","onClick: {() => void updateProvider(""openrouter"")}","Source control site; consult the journey register and release verification scope"
"UI157","desktop","src/renderer/src/App.tsx","2988","App","SelectMenu","""Codex model""","{active.status === ""running""}","onChange: {(model) => void window.grokky.updateConversation(active.id, { model }).catch((error) => setUiError(error.message))}","Source control site; consult the journey register and release verification scope"
"UI158","desktop","src/renderer/src/App.tsx","2990","App","ModelCombobox","""OpenRouter model""","{active.status === ""running""}","","Source control site; consult the journey register and release verification scope"
"UI159","desktop","src/renderer/src/App.tsx","2996","App","SelectMenu","""Reasoning effort""","{active.status === ""running""}","onChange: {(reasoning) => void window.grokky.updateConversation(active.id, { reasoning }).catch((error) => setUiError(error.message))}","Source control site; consult the journey register and release verification scope"
"UI160","desktop","src/renderer/src/App.tsx","3000","App","button","""Watch Grokky's computer""","","onClick: {() => openWatch((active.agentComputers ?? []).findLast((computer) => computer.role === ""lead"")!.id)}","Source control site; consult the journey register and release verification scope"
"UI161","desktop","src/renderer/src/App.tsx","3001","App","button","{snapshot.computerAccess.enabled ? `${active.provider === ""codex"" ? ""Codex local session"" : ""Computer""}: ${activeDevice?.name || ""Unavailable""}` : ""Computer access is off""}","","onClick: {() => setSettingsTab(""computer"")}","Source control site; consult the journey register and release verification scope"
"UI162","desktop","src/renderer/src/App.tsx","3002","App","button","{activeStatus?.detail || ""Provider needs setup""}","","onClick: {() => setSettingsTab(""session"")}","Source control site; consult the journey register and release verification scope"
"UI163","desktop","src/renderer/src/App.tsx","3003","App","button","""Session settings""","","onClick: {() => setSettingsTab(""session"")}","Source control site; consult the journey register and release verification scope"
"UI164","desktop","src/renderer/src/App.tsx","3004","App","button","{active.status === ""running"" ? ""Stop the run before deleting this chat"" : ""Delete chat""}","{active.status === ""running""}","onClick: {() => requestDelete(active)}","Source control site; consult the journey register and release verification scope"
"UI165","desktop","src/renderer/src/App.tsx","3044","App","button","""Dismiss error""","","onClick: {() => setUiError("""")}","Source control site; consult the journey register and release verification scope"
"UI166","desktop","src/renderer/src/ConfirmDialog.tsx","9","ConfirmDialog","div","","","onMouseDown: {(e) => { if (e.target === e.currentTarget && !busy) onCancel(); }}","Source control site; consult the journey register and release verification scope"
"UI167","desktop","src/renderer/src/ConfirmDialog.tsx","11","ConfirmDialog","button","{cancelLabel}","{busy}","onClick: {onCancel}","Source control site; consult the journey register and release verification scope"
"UI168","desktop","src/renderer/src/ConfirmDialog.tsx","11","ConfirmDialog","button","{busy ? ""Working…"" : confirmLabel}","{busy}","onClick: {onConfirm}","Source control site; consult the journey register and release verification scope"
"UI169","desktop","src/renderer/src/Controls.tsx","61","SelectMenu","div","{open && ( <div className=""select-menu-popover"" id={listId} role=""listbox"" aria-label={label}> {choices.map((choice) => { const active = choice.value === value; return ( <button key={String(choice.value)} ref={(node) => { optionRefs.current","","onKeyDown: {(event) => { if (open && event.key === ""Escape"") { event.preventDefault(); event.stopPropagation(); setOpen(false); buttonRef.current?.focus(); } }}","Source control site; consult the journey register and release verification scope"
"UI170","desktop","src/renderer/src/Controls.tsx","72","SelectMenu","button","{label}","{disabled}","onClick: {toggle}; onKeyDown: {(event) => { if (!open && (event.key === ""ArrowDown"" || event.key === ""ArrowUp"")) { event.preventDefault(); toggle(); } }}","Source control site; consult the journey register and release verification scope"
"UI171","desktop","src/renderer/src/Controls.tsx","97","SelectMenu","button","{active && <Check size={14} weight=""bold"" />}","","onClick: {() => { onChange(choice.value); setOpen(false); buttonRef.current?.focus(); }}; onKeyDown: {(event) => { const currentIndex = choices.indexOf(choice); if (event.key === ""ArrowDown"" || event.key === ""ArrowUp"") { event.preventDefaul","Source control site; consult the journey register and release verification scope"
"UI172","desktop","src/renderer/src/Controls.tsx","197","ModelCombobox","input","{label}","{disabled}","onClick: {openMenu}; onChange: {(event) => { setDraft(event.target.value); setShowAll(false); setOpen(true); setActiveIndex(-1); }}; onKeyDown: {(event) => { if (event.key === ""ArrowDown"" || event.key === ""ArrowUp"") { event.preventDefault()","Source control site; consult the journey register and release verification scope"
"UI173","desktop","src/renderer/src/Controls.tsx","234","ModelCombobox","button","{suggestion === value && <Check size={14} weight=""bold"" />}","","onMouseDown: {(event) => event.preventDefault()}; onClick: {() => { setDraft(suggestion); commit(suggestion); }}","Source control site; consult the journey register and release verification scope"
"UI174","desktop","src/renderer/src/OpenBotFeatures.tsx","108","RoutineRow","article","{confirmDelete && <div className=""routine-delete-confirm"" role=""group"" aria-label={`Confirm deletion of ${routine.name}`}> <span><strong>Delete “{routine.name}”?</strong><small>This also removes its run history and related attention items.<","","onKeyDown: {(event) => { if (confirmDelete && event.key === ""Escape"") { event.preventDefault(); event.stopPropagation(); cancelDelete(); } }}","Source control site; consult the journey register and release verification scope"
"UI175","desktop","src/renderer/src/OpenBotFeatures.tsx","119","RoutineRow","button","""Run now""","{Boolean(busy)}","onClick: {() => void act(`run:${routine.id}`, () => window.grokky.runRoutine(routine.id))}","Source control site; consult the journey register and release verification scope"
"UI176","desktop","src/renderer/src/OpenBotFeatures.tsx","120","RoutineRow","button","{busy === `toggle:${routine.id}` ? ""Saving…"" : routine.enabled ? ""Pause"" : ""Enable""}","{Boolean(busy)}","onClick: {() => void act(`toggle:${routine.id}`, () => window.grokky.updateRoutine(routine.id, { enabled: !routine.enabled }))}","Source control site; consult the journey register and release verification scope"
"UI177","desktop","src/renderer/src/OpenBotFeatures.tsx","121","RoutineRow","button","{`Delete ${routine.name}`}","{Boolean(busy)}","onClick: {() => setConfirmDelete(true)}","Source control site; consult the journey register and release verification scope"
"UI178","desktop","src/renderer/src/OpenBotFeatures.tsx","125","RoutineRow","button","Keep routine","{Boolean(busy)}","onClick: {cancelDelete}","Source control site; consult the journey register and release verification scope"
"UI179","desktop","src/renderer/src/OpenBotFeatures.tsx","126","RoutineRow","button","{busy === `delete:${routine.id}` ? ""Deleting…"" : ""Delete routine""}","{Boolean(busy)}","onClick: {() => void act(`delete:${routine.id}`, () => window.grokky.deleteRoutine(routine.id))}","Source control site; consult the journey register and release verification scope"
"UI180","desktop","src/renderer/src/OpenBotFeatures.tsx","188","FeatureCenter","div","{discardOpen && <ConfirmDialog title=""Discard this routine draft?"" detail=""The name and instructions have not been saved."" confirmLabel=""Discard draft"" onCancel={() => setDiscardOpen(false)} onConfirm={onClose} />}","","onMouseDown: {(event) => { if (event.currentTarget === event.target) requestClose(); }}","Source control site; consult the journey register and release verification scope"
"UI181","desktop","src/renderer/src/OpenBotFeatures.tsx","192","FeatureCenter","button","","","onClick: {() => setView(""routines"")}","Source control site; consult the journey register and release verification scope"
"UI182","desktop","src/renderer/src/OpenBotFeatures.tsx","193","FeatureCenter","button","{openAttention.length > 0 && <em className=""warning"">{openAttention.length}</em>}","","onClick: {() => setView(""attention"")}","Source control site; consult the journey register and release verification scope"
"UI183","desktop","src/renderer/src/OpenBotFeatures.tsx","194","FeatureCenter","button","{snapshot.settings.onboardingComplete ? <CheckCircle size={14} /> : <em>!</em>}","","onClick: {() => setView(""setup"")}","Source control site; consult the journey register and release verification scope"
"UI184","desktop","src/renderer/src/OpenBotFeatures.tsx","200","FeatureCenter","button","""Close work control""","","onClick: {requestClose}","Source control site; consult the journey register and release verification scope"
"UI185","desktop","src/renderer/src/OpenBotFeatures.tsx","203","FeatureCenter","button","""Dismiss error""","","onClick: {() => setActionError("""")}","Source control site; consult the journey register and release verification scope"
"UI186","desktop","src/renderer/src/OpenBotFeatures.tsx","210","FeatureCenter","input","""Morning market brief""","","onChange: {(event) => setName(event.target.value)}","Source control site; consult the journey register and release verification scope"
"UI187","desktop","src/renderer/src/OpenBotFeatures.tsx","211","FeatureCenter","textarea","""Check the sources, summarize what changed, and flag anything requiring my decision.""","","onChange: {(event) => setInstruction(event.target.value)}","Source control site; consult the journey register and release verification scope"
"UI188","desktop","src/renderer/src/OpenBotFeatures.tsx","213","FeatureCenter","select","","","onChange: {(event) => setScheduleKind(event.target.value as RoutineSchedule[""kind""])}","Source control site; consult the journey register and release verification scope"
"UI189","desktop","src/renderer/src/OpenBotFeatures.tsx","215","FeatureCenter","input","","","onChange: {(event) => setMinutes(Math.min(43_200, Math.max(15, Number(event.target.value) || 15)))}","Source control site; consult the journey register and release verification scope"
"UI190","desktop","src/renderer/src/OpenBotFeatures.tsx","217","FeatureCenter","input","","","onChange: {(event) => setTime(event.target.value)}","Source control site; consult the journey register and release verification scope"
"UI191","desktop","src/renderer/src/OpenBotFeatures.tsx","220","FeatureCenter","button","{label}","","onClick: {() => setWeekdays((current) => current.includes(day) ? current.filter((value) => value !== day) : [...current, day].sort())}","Source control site; consult the journey register and release verification scope"
"UI192","desktop","src/renderer/src/OpenBotFeatures.tsx","221","FeatureCenter","button","{busy === ""create"" ? ""Creating…"" : ""Create routine""}","{Boolean(busy) || !name.trim() || !instruction.trim() || (scheduleKind === ""daily"" && !weekdays.length)}","onClick: {() => void createRoutine()}","Source control site; consult the journey register and release verification scope"
"UI193","desktop","src/renderer/src/OpenBotFeatures.tsx","240","FeatureCenter","button","Open chat","{Boolean(busy)}","onClick: {() => void runAction(`open:${item.id}`, async () => { await window.grokky.setActiveConversation(item.conversationId!); onClose(); })}","Source control site; consult the journey register and release verification scope"
"UI194","desktop","src/renderer/src/OpenBotFeatures.tsx","241","FeatureCenter","button","{busy === `resolve:${item.id}` ? ""Resolving…"" : ""Resolve""}","{Boolean(busy)}","onClick: {() => void runAction(`resolve:${item.id}`, () => window.grokky.resolveAttention(item.id))}","Source control site; consult the journey register and release verification scope"
"UI195","desktop","src/renderer/src/OpenBotFeatures.tsx","254","FeatureCenter","button","OpenRouter","{Boolean(busy)}","onClick: {() => void runAction(""credential"", async () => { await window.grokky.chooseOpenRouterCredential(); await window.grokky.refreshProviderStatuses(); })}","Source control site; consult the journey register and release verification scope"
"UI196","desktop","src/renderer/src/OpenBotFeatures.tsx","255","FeatureCenter","button","{conversation.projectMode === ""project"" ? ""Change"" : ""Choose""}","{Boolean(busy)}","onClick: {() => void runAction(""directory"", async () => { await window.grokky.chooseWorkingDirectory(conversation.id); })}","Source control site; consult the journey register and release verification scope"
"UI197","desktop","src/renderer/src/OpenBotFeatures.tsx","256","FeatureCenter","button","{snapshot.settings.generatedArtifactsEnabled === false ? ""Enable"" : ""On""}","{Boolean(busy)}","onClick: {() => void runAction(""artifacts"", () => window.grokky.updateSettings({ generatedArtifactsEnabled: snapshot.settings.generatedArtifactsEnabled === false }))}","Source control site; consult the journey register and release verification scope"
"UI198","desktop","src/renderer/src/OpenBotFeatures.tsx","257","FeatureCenter","button","{snapshot.settings.openRouterExternalTools ? ""On"" : ""Enable""}","{Boolean(busy)}","onClick: {() => void runAction(""external"", () => window.grokky.updateSettings({ openRouterExternalTools: !snapshot.settings.openRouterExternalTools }))}","Source control site; consult the journey register and release verification scope"
"UI199","desktop","src/renderer/src/OpenBotFeatures.tsx","259","FeatureCenter","button","{snapshot.settings.onboardingComplete ? ""Save setup"" : ""Finish setup""}","{Boolean(busy) || !providerReady}","onClick: {() => void finishSetup()}","Source control site; consult the journey register and release verification scope"
"UI200","desktop","src/renderer/src/PhoneControl.tsx","30","PhoneControl","button","{session?.confirmed ? ""Phone connected"" : ""Control from your phone""}","","onClick: {() => setExpanded(!expanded)}","Source control site; consult the journey register and release verification scope"
"UI201","desktop","src/renderer/src/PhoneControl.tsx","32","PhoneControl","button","Pair phone","{Boolean(busy) || Boolean(status)}","onClick: {() => void act(""Preparing pairing…"", () => window.grokky.startPhone(conversationId))}","Source control site; consult the journey register and release verification scope"
"UI202","desktop","src/renderer/src/PhoneControl.tsx","33","PhoneControl","button","Copy pairing link","{Boolean(busy)}","onClick: {() => void act(""Copying link…"", () => navigator.clipboard.writeText(session.inviteUrl!), ""Pairing link copied"")}","Source control site; consult the journey register and release verification scope"
"UI203","desktop","src/renderer/src/PhoneControl.tsx","34","PhoneControl","button","Confirm my phone","{Boolean(busy)}","onClick: {() => void act(""Confirming phone…"", () => window.grokky.confirmPhone())}","Source control site; consult the journey register and release verification scope"
"UI204","desktop","src/renderer/src/PhoneControl.tsx","36","PhoneControl","button","Return control to Grokky","{Boolean(busy)}","onClick: {() => void act(""Returning control…"", () => window.grokky.resumePhone())}","Source control site; consult the journey register and release verification scope"
"UI205","desktop","src/renderer/src/PhoneControl.tsx","39","PhoneControl","button","{session.owner === ""human"" || session.owner === ""pausing"" ? ""Disconnect and stop task"" : ""Disconnect phone""}","{Boolean(busy)}","onClick: {() => void act(""Disconnecting…"", () => window.grokky.disconnectPhone(), ""Phone disconnected"")}","Source control site; consult the journey register and release verification scope"
"UI206","desktop","src/renderer/src/PhoneControl.tsx","40","PhoneControl","summary","Connection details","","","Source control site; consult the journey register and release verification scope"
"UI207","desktop","src/renderer/src/StopRunButton.tsx","15","StopRunButton","button","{busy ? ""Stopping…"" : label}","{busy}","onClick: {() => void stop()}","Source control site; consult the journey register and release verification scope"
"UI208","phone","services/sandbox-gateway/src/companion-ui.ts","12","companion page","button","Zoom in","Dynamic in render()","#zoom","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI209","phone","services/sandbox-gateway/src/companion-ui.ts","12","companion page","button","Refresh frame","Initially disabled","#refresh","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI210","phone","services/sandbox-gateway/src/companion-ui.ts","13","companion page","button","Allow once","Dynamic in render()","#allow","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI211","phone","services/sandbox-gateway/src/companion-ui.ts","13","companion page","button","Deny","Dynamic in render()","#deny","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI212","phone","services/sandbox-gateway/src/companion-ui.ts","14","companion page","button","Tab","Dynamic in render()","Tab","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI213","phone","services/sandbox-gateway/src/companion-ui.ts","14","companion page","button","Enter","Dynamic in render()","Enter","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI214","phone","services/sandbox-gateway/src/companion-ui.ts","14","companion page","button","Esc","Dynamic in render()","Escape","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI215","phone","services/sandbox-gateway/src/companion-ui.ts","14","companion page","button","Backspace","Dynamic in render()","Backspace","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI216","phone","services/sandbox-gateway/src/companion-ui.ts","15","companion page","button","Scroll up","Dynamic in render()","up","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI217","phone","services/sandbox-gateway/src/companion-ui.ts","15","companion page","button","Scroll down","Dynamic in render()","down","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI218","phone","services/sandbox-gateway/src/companion-ui.ts","16","companion page","input","Text or password","Dynamic in render()","#inputtext","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI219","phone","services/sandbox-gateway/src/companion-ui.ts","16","companion page","button","Type","Dynamic in render()","#type","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI220","phone","services/sandbox-gateway/src/companion-ui.ts","17","companion page","textarea","Keep the option I selected…","Dynamic in render()","#note","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI221","phone","services/sandbox-gateway/src/companion-ui.ts","18","companion page","button","Take control","Initially disabled","#main","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI222","phone","services/sandbox-gateway/src/companion-ui.ts","18","companion page","button","Stop task","Initially disabled","#stop","Phone Chromium interactions and companion integration; physical-device checks remain separate"
"UI223","phone","services/sandbox-gateway/src/companion-ui.ts","18","companion page","button","Forget this phone","Dynamic in render()","#unpair","Phone Chromium interactions and companion integration; physical-device checks remain separate"
