id,surface,file,line,component,element,label,disabled,handler,coverage
"C138","desktop","src/renderer/src/App.tsx","2939","App","ModelCombobox","""OpenRouter model""","{active.status === ""running""}","onCommit: {(model) => void window.grokky.updateConversation(active.id, { model }).catch((error) => setUiError(error.message))}","Source inventory; runtime coverage varies by journey"
"C139","desktop","src/renderer/src/App.tsx","2945","App","SelectMenu","""Reasoning effort""","{active.status === ""running""}","onChange: {(reasoning) => void window.grokky.updateConversation(active.id, { reasoning }).catch((error) => setUiError(error.message))}","Source inventory; runtime coverage varies by journey"
"C140","desktop","src/renderer/src/App.tsx","2949","App","button","""Watch Grokky's computer""","","onClick: {() => openWatch((active.agentComputers ?? []).findLast((computer) => computer.role === ""lead"")!.id)}","Source inventory; runtime coverage varies by journey"
"C141","desktop","src/renderer/src/App.tsx","2950","App","button","{snapshot.computerAccess.enabled ? `${active.provider === ""codex"" ? ""Codex local session"" : ""Computer""}: ${activeDevice?.name || ""Unavailable""}` : ""Computer access is off""}","","onClick: {() => setSettingsTab(""computer"")}","Source inventory; runtime coverage varies by journey"
"C142","desktop","src/renderer/src/App.tsx","2951","App","button","{activeStatus?.detail || ""Provider needs setup""}","","onClick: {() => setSettingsTab(""session"")}","Source inventory; runtime coverage varies by journey"
"C143","desktop","src/renderer/src/App.tsx","2952","App","button","""Session settings""","","onClick: {() => setSettingsTab(""session"")}","Source inventory; runtime coverage varies by journey"
"C144","desktop","src/renderer/src/App.tsx","2953","App","button","{active.status === ""running"" ? ""Stop the run before deleting this chat"" : ""Delete chat""}","{active.status === ""running""}","onClick: {() => requestDelete(active)}","Source inventory; runtime coverage varies by journey"
"C145","desktop","src/renderer/src/App.tsx","2993","App","button","""Dismiss error""","","onClick: {() => setUiError("""")}","Source inventory; runtime coverage varies by journey"
"C146","desktop","src/renderer/src/Controls.tsx","69","SelectMenu","button","{label}","{disabled}","onClick: {toggle}","Source inventory; runtime coverage varies by journey"
"C147","desktop","src/renderer/src/Controls.tsx","88","SelectMenu","button","{ optionRefs.current[choices.indexOf(choice)] = node; }} type=""button"" role=""option"" aria-selected={active} className={active ? ""selected"" : """"} onClick={() => ","","onClick: {() => { onChange(choice.value); setOpen(false); buttonRef.current?.focus(); }}; onKeyDown: {(event) => { const currentIndex = choices.indexOf(choice); if (event.key === ""ArrowDown"" || event.key === ""ArrowUp"") { event.preventDefault(); const direction = event.key === ""ArrowDown"" ? 1 : -1; const nextIndex = (currentIndex + direction + choices.length) % choices.length; optionRefs.current[nextIndex]?.focus(); } if (event.key === ""Home"") { event.preventDefault(); optionRefs.current[0]?.focus(); } if (event.key === ""End"") { event.preventDefault(); optionRefs.current[choices.length - 1]?.focus(); } }}","Source inventory; runtime coverage varies by journey"
"C148","desktop","src/renderer/src/Controls.tsx","180","ModelCombobox","input","{label}","{disabled}","onFocus: {openMenu}; onClick: {openMenu}; onChange: {(event) => { setDraft(event.target.value); setShowAll(false); setOpen(true); }}; onKeyDown: {(event) => { if (event.key === ""Enter"") { event.preventDefault(); commit(); } if (event.key === ""Escape"") { setDraft(value); setOpen(false); setShowAll(false); inputRef.current?.blur(); } }}","Source inventory; runtime coverage varies by journey"
"C149","desktop","src/renderer/src/Controls.tsx","202","ModelCombobox","button","{ setDraft(suggestion); commit(suggestion); }}> {suggestion} {suggestion === value && }","","onClick: {() => { setDraft(suggestion); commit(suggestion); }}","Source inventory; runtime coverage varies by journey"
"C150","desktop","src/renderer/src/OpenBotFeatures.tsx","105","RoutineRow","button","""Run now""","{Boolean(busy)}","onClick: {() => void act(`run:${routine.id}`, () => window.grokky.runRoutine(routine.id))}","Source inventory; runtime coverage varies by journey"
"C151","desktop","src/renderer/src/OpenBotFeatures.tsx","106","RoutineRow","button","void act(`toggle:${routine.id}`, () => window.grokky.updateRoutine(routine.id, { enabled: !routine.enabled }))}>{routine.enabled ? ""Pause"" : ""Enable""}","{Boolean(busy)}","onClick: {() => void act(`toggle:${routine.id}`, () => window.grokky.updateRoutine(routine.id, { enabled: !routine.enabled }))}","Source inventory; runtime coverage varies by journey"
"C152","desktop","src/renderer/src/OpenBotFeatures.tsx","107","RoutineRow","button","{`Delete ${routine.name}`}","{Boolean(busy)}","onClick: {() => { if (window.confirm(`Delete “${routine.name}”? Its run history and related attention items will also be removed.`)) void act(`delete:${routine.id}`, () => window.grokky.deleteRoutine(routine.id)); }}","Source inventory; runtime coverage varies by journey"
"C153","desktop","src/renderer/src/OpenBotFeatures.tsx","170","FeatureCenter","button","setView(""routines"")}> Routines {snapshot.routines.length}","","onClick: {() => setView(""routines"")}","Source inventory; runtime coverage varies by journey"
"C154","desktop","src/renderer/src/OpenBotFeatures.tsx","171","FeatureCenter","button","setView(""attention"")}> Attention {openAttention.length > 0 && {openAttention.length} }","","onClick: {() => setView(""attention"")}","Source inventory; runtime coverage varies by journey"
"C155","desktop","src/renderer/src/OpenBotFeatures.tsx","172","FeatureCenter","button","setView(""setup"")}> Quick setup {snapshot.settings.onboardingComplete ? : ! }","","onClick: {() => setView(""setup"")}","Source inventory; runtime coverage varies by journey"
"C156","desktop","src/renderer/src/OpenBotFeatures.tsx","178","FeatureCenter","button","""Close work control""","","onClick: {onClose}","Source inventory; runtime coverage varies by journey"
"C157","desktop","src/renderer/src/OpenBotFeatures.tsx","186","FeatureCenter","input","""Morning market brief""","","onChange: {(event) => setName(event.target.value)}","Source inventory; runtime coverage varies by journey"
"C158","desktop","src/renderer/src/OpenBotFeatures.tsx","187","FeatureCenter","textarea","""Check the sources, summarize what changed, and flag anything requiring my decision.""","","onChange: {(event) => setInstruction(event.target.value)}","Source inventory; runtime coverage varies by journey"
"C159","desktop","src/renderer/src/OpenBotFeatures.tsx","189","FeatureCenter","select","setScheduleKind(event.target.value as RoutineSchedule[""kind""])}> Interval Time of day","","onChange: {(event) => setScheduleKind(event.target.value as RoutineSchedule[""kind""])}","Source inventory; runtime coverage varies by journey"
"C160","desktop","src/renderer/src/OpenBotFeatures.tsx","191","FeatureCenter","input","(dynamic or inherited)","","onChange: {(event) => setMinutes(Math.min(43_200, Math.max(15, Number(event.target.value) || 15)))}","Source inventory; runtime coverage varies by journey"
"C161","desktop","src/renderer/src/OpenBotFeatures.tsx","193","FeatureCenter","input","(dynamic or inherited)","","onChange: {(event) => setTime(event.target.value)}","Source inventory; runtime coverage varies by journey"
"C162","desktop","src/renderer/src/OpenBotFeatures.tsx","196","FeatureCenter","button","setWeekdays((current) => current.includes(day) ? current.filter((value) => value !== day) : [...current, day].sort())}>{label}","","onClick: {() => setWeekdays((current) => current.includes(day) ? current.filter((value) => value !== day) : [...current, day].sort())}","Source inventory; runtime coverage varies by journey"
"C163","desktop","src/renderer/src/OpenBotFeatures.tsx","197","FeatureCenter","button","void createRoutine()}> {busy === ""create"" ? ""Creating…"" : ""Create routine""}","{Boolean(busy) || !name.trim() || !instruction.trim() || (scheduleKind === ""daily"" && !weekdays.length)}","onClick: {() => void createRoutine()}","Source inventory; runtime coverage varies by journey"
"C164","desktop","src/renderer/src/OpenBotFeatures.tsx","216","FeatureCenter","button","void runAction(`open:${item.id}`, async () => { await window.grokky.setActiveConversation(item.conversationId!); onClose(); })}>Open chat","{Boolean(busy)}","onClick: {() => void runAction(`open:${item.id}`, async () => { await window.grokky.setActiveConversation(item.conversationId!); onClose(); })}","Source inventory; runtime coverage varies by journey"
"C165","desktop","src/renderer/src/OpenBotFeatures.tsx","217","FeatureCenter","button","void runAction(`resolve:${item.id}`, () => window.grokky.resolveAttention(item.id))}> Resolve","{Boolean(busy)}","onClick: {() => void runAction(`resolve:${item.id}`, () => window.grokky.resolveAttention(item.id))}","Source inventory; runtime coverage varies by journey"
"C166","desktop","src/renderer/src/OpenBotFeatures.tsx","230","FeatureCenter","button","void runAction(""credential"", async () => { await window.grokky.chooseOpenRouterCredential(); await window.grokky.refreshProviderStatuses(); })}>OpenRouter","","onClick: {() => void runAction(""credential"", async () => { await window.grokky.chooseOpenRouterCredential(); await window.grokky.refreshProviderStatuses(); })}","Source inventory; runtime coverage varies by journey"
"C167","desktop","src/renderer/src/OpenBotFeatures.tsx","231","FeatureCenter","button","void runAction(""directory"", async () => { await window.grokky.chooseWorkingDirectory(conversation.id); })}>{conversation.projectMode === ""project"" ? ""Change"" : ","","onClick: {() => void runAction(""directory"", async () => { await window.grokky.chooseWorkingDirectory(conversation.id); })}","Source inventory; runtime coverage varies by journey"
"C168","desktop","src/renderer/src/OpenBotFeatures.tsx","232","FeatureCenter","button","void runAction(""artifacts"", () => window.grokky.updateSettings({ generatedArtifactsEnabled: snapshot.settings.generatedArtifactsEnabled === false }))}>{snapshot","","onClick: {() => void runAction(""artifacts"", () => window.grokky.updateSettings({ generatedArtifactsEnabled: snapshot.settings.generatedArtifactsEnabled === false }))}","Source inventory; runtime coverage varies by journey"
"C169","desktop","src/renderer/src/OpenBotFeatures.tsx","233","FeatureCenter","button","void runAction(""external"", () => window.grokky.updateSettings({ openRouterExternalTools: !snapshot.settings.openRouterExternalTools }))}>{snapshot.settings.open","","onClick: {() => void runAction(""external"", () => window.grokky.updateSettings({ openRouterExternalTools: !snapshot.settings.openRouterExternalTools }))}","Source inventory; runtime coverage varies by journey"
"C170","desktop","src/renderer/src/OpenBotFeatures.tsx","235","FeatureCenter","button","void finishSetup()}> {snapshot.settings.onboardingComplete ? ""Save setup"" : ""Finish setup""}","{Boolean(busy) || !providerReady}","onClick: {() => void finishSetup()}","Source inventory; runtime coverage varies by journey"
"C171","desktop","src/renderer/src/PhoneControl.tsx","17","PhoneControl","button","setExpanded(!expanded)}>{session?.confirmed ? ""Phone connected"" : ""Control from your phone""} {expanded ? ""−"" : ""+""}","","onClick: {() => setExpanded(!expanded)}","Source inventory; runtime coverage varies by journey"
"C172","desktop","src/renderer/src/PhoneControl.tsx","19","PhoneControl","button","void act(() => window.grokky.startPhone(conversationId))}>Pair phone","{busy || Boolean(status)}","onClick: {() => void act(() => window.grokky.startPhone(conversationId))}","Source inventory; runtime coverage varies by journey"
"C173","desktop","src/renderer/src/PhoneControl.tsx","20","PhoneControl","button","void act(() => navigator.clipboard.writeText(session.inviteUrl!))}>Copy pairing link","","onClick: {() => void act(() => navigator.clipboard.writeText(session.inviteUrl!))}","Source inventory; runtime coverage varies by journey"
"C174","desktop","src/renderer/src/PhoneControl.tsx","21","PhoneControl","button","void act(() => window.grokky.confirmPhone())}>Confirm my phone","{busy}","onClick: {() => void act(() => window.grokky.confirmPhone())}","Source inventory; runtime coverage varies by journey"
"C175","desktop","src/renderer/src/PhoneControl.tsx","23","PhoneControl","button","void act(() => window.grokky.resumePhone())}>Return control to Grokky","{busy}","onClick: {() => void act(() => window.grokky.resumePhone())}","Source inventory; runtime coverage varies by journey"
"C176","desktop","src/renderer/src/PhoneControl.tsx","25","PhoneControl","button","void act(() => window.grokky.disconnectPhone())}>{session.owner === ""human"" || session.owner === ""pausing"" ? ""Disconnect and stop task"" : ""Disconnect phone""}","{busy}","onClick: {() => void act(() => window.grokky.disconnectPhone())}","Source inventory; runtime coverage varies by journey"
"C177","phone","services/sandbox-gateway/src/companion-ui.ts","9","companion page","img","Current cloud browser. Take control to tap an element.","dynamic in render()","#frame","Source inventory; phone hardware pending"
"C178","phone","services/sandbox-gateway/src/companion-ui.ts","10","companion page","button","Zoom in","dynamic in render()","#zoom","Source inventory; phone hardware pending"
"C179","phone","services/sandbox-gateway/src/companion-ui.ts","10","companion page","button","Refresh frame","initially disabled","#refresh","Source inventory; phone hardware pending"
"C180","phone","services/sandbox-gateway/src/companion-ui.ts","11","companion page","button","Allow once","dynamic in render()","#allow","Source inventory; phone hardware pending"
"C181","phone","services/sandbox-gateway/src/companion-ui.ts","11","companion page","button","Deny","dynamic in render()","#deny","Source inventory; phone hardware pending"
"C182","phone","services/sandbox-gateway/src/companion-ui.ts","12","companion page","button","Tab","dynamic in render()","data-key=""Tab""","Source inventory; phone hardware pending"
"C183","phone","services/sandbox-gateway/src/companion-ui.ts","12","companion page","button","Enter","dynamic in render()","data-key=""Enter""","Source inventory; phone hardware pending"
"C184","phone","services/sandbox-gateway/src/companion-ui.ts","12","companion page","button","Esc","dynamic in render()","data-key=""Escape""","Source inventory; phone hardware pending"
"C185","phone","services/sandbox-gateway/src/companion-ui.ts","12","companion page","button","⌫","dynamic in render()","data-key=""Backspace""","Source inventory; phone hardware pending"
"C186","phone","services/sandbox-gateway/src/companion-ui.ts","13","companion page","button","Scroll up","dynamic in render()","data-scroll=""up""","Source inventory; phone hardware pending"
"C187","phone","services/sandbox-gateway/src/companion-ui.ts","13","companion page","button","Scroll down","dynamic in render()","data-scroll=""down""","Source inventory; phone hardware pending"
"C188","phone","services/sandbox-gateway/src/companion-ui.ts","14","companion page","input","Text or password","dynamic in render()","#inputtext","Source inventory; phone hardware pending"
"C189","phone","services/sandbox-gateway/src/companion-ui.ts","14","companion page","button","Type","dynamic in render()","#type","Source inventory; phone hardware pending"
"C190","phone","services/sandbox-gateway/src/companion-ui.ts","15","companion page","textarea","Keep the option I selected…","dynamic in render()","#note","Source inventory; phone hardware pending"
"C191","phone","services/sandbox-gateway/src/companion-ui.ts","16","companion page","button","Take control","initially disabled","#main","Source inventory; phone hardware pending"
"C192","phone","services/sandbox-gateway/src/companion-ui.ts","16","companion page","button","Stop task","initially disabled","#stop","Source inventory; phone hardware pending"
"C193","phone","services/sandbox-gateway/src/companion-ui.ts","16","companion page","button","Forget this phone","dynamic in render()","#unpair","Source inventory; phone hardware pending"
